temperature,pressure,flow_rate,voltage,current,rpm,vibration,humidity,power_consumption,response_time,packet_size,command_frequency,error_rate,network_latency,label,industry
71.3,175.29,113.77,229.44,19.07,2291.76,2.49,57.32,18.61,51.09,680.38,9.59,0.02,27.22,0,power_plant
59.62,142.45,106.31,231.49,15.0,2328.3,1.92,44.86,17.36,31.73,223.38,14.21,0.04,22.9,0,power_plant
77.05,154.3,141.98,234.99,18.85,2547.34,2.37,37.97,23.76,71.74,443.56,13.96,0.03,29.86,0,power_plant
90.05,145.81,105.68,231.67,22.49,1547.71,2.17,33.59,30.06,66.21,352.24,9.79,0.03,32.56,0,power_plant
73.11,184.82,72.73,232.77,22.17,1028.77,2.51,55.75,26.36,34.56,678.02,15.27,0.03,30.41,0,power_plant
51.42,183.6,66.01,217.8,18.18,1348.58,3.84,35.89,20.63,64.13,308.64,8.96,0.03,13.08,0,power_plant
67.1,176.67,63.51,218.64,16.4,2315.91,3.22,61.47,23.32,37.5,628.03,11.28,0.01,30.94,0,power_plant
55.05,163.94,47.26,233.34,19.06,1619.84,2.89,55.57,40.38,41.45,280.67,9.64,0.03,22.61,0,power_plant
64.96,141.76,48.44,211.71,16.86,800.0,2.95,58.32,27.13,62.34,733.55,9.59,0.02,32.22,0,power_plant
84.39,118.06,112.97,238.09,16.83,1961.54,2.99,41.47,23.28,25.76,180.41,13.48,0.04,29.98,0,power_plant
83.73,144.55,102.4,236.21,17.2,2191.55,2.89,45.7,25.77,52.23,394.17,12.74,0.02,26.89,0,power_plant
72.4,162.53,91.54,226.88,17.63,2574.94,2.25,40.58,25.07,68.73,404.01,14.22,0.03,36.25,0,power_plant
71.22,181.96,65.15,232.54,13.7,2954.48,1.81,44.33,15.73,43.45,440.36,9.49,0.02,12.62,0,power_plant
48.72,178.73,122.44,232.55,18.5,2753.79,1.56,46.47,12.63,49.93,167.43,13.37,0.05,18.77,0,power_plant
60.24,127.73,98.92,229.09,21.45,2980.56,2.35,65.8,39.07,67.19,730.38,14.46,0.02,33.82,0,power_plant
68.53,151.91,70.11,236.63,19.01,1636.0,3.57,32.94,29.37,58.5,413.26,7.58,0.01,35.54,0,power_plant
68.59,132.27,88.19,225.51,24.29,1767.44,1.96,50.57,32.09,41.26,676.54,10.95,0.03,18.94,0,power_plant
49.46,163.17,80.48,233.44,22.6,1722.31,1.93,66.0,28.29,32.32,633.78,14.56,0.02,28.47,0,power_plant
63.67,141.21,77.88,237.22,10.52,2033.92,2.66,42.55,19.31,74.56,666.19,13.44,0.04,23.56,0,power_plant
70.53,133.57,113.65,231.38,16.09,2067.92,3.04,30.88,36.05,58.36,741.4,9.65,0.02,16.52,0,power_plant
66.8,129.44,113.42,230.76,17.95,2210.51,2.57,49.89,26.46,60.12,550.44,10.33,0.02,35.49,0,power_plant
72.93,141.63,48.86,225.89,8.14,2012.02,2.35,47.54,25.35,72.91,539.45,10.19,0.04,26.47,0,power_plant
61.43,137.05,60.04,228.84,18.87,2377.79,1.6,42.51,25.54,65.31,739.57,9.32,0.03,31.33,0,power_plant
51.0,174.85,95.25,223.46,12.35,2130.26,3.28,42.2,28.64,65.05,512.98,12.99,0.02,22.8,0,power_plant
67.94,158.62,79.28,236.01,19.95,2174.1,2.7,50.54,41.22,63.6,584.88,9.09,0.0,22.38,0,power_plant
61.08,130.66,75.66,223.83,20.5,1942.84,2.98,34.97,38.68,57.4,531.51,12.31,0.02,27.23,0,power_plant
82.22,150.2,90.66,227.19,15.1,1388.07,2.37,37.02,20.52,53.69,328.57,12.36,0.02,32.17,0,power_plant
63.23,123.96,76.29,225.02,21.23,1828.72,2.62,40.02,28.89,87.6,495.91,7.26,0.05,23.72,0,power_plant
66.48,140.15,113.65,231.61,20.73,2018.17,1.54,36.62,24.66,59.09,373.56,12.46,0.02,10.62,0,power_plant
77.05,177.5,63.92,244.28,21.13,1957.61,2.82,40.01,32.51,64.42,788.92,5.49,0.03,22.48,0,power_plant
60.64,150.36,88.07,226.68,14.91,1934.95,3.08,31.83,19.77,55.98,527.93,10.25,0.03,23.17,0,power_plant
71.9,131.16,72.78,234.44,14.48,1815.8,2.98,50.98,31.12,63.63,737.69,10.36,0.02,40.13,0,power_plant
51.12,126.98,114.84,230.24,19.69,1776.47,2.42,32.91,17.17,99.56,604.68,10.59,0.02,31.82,0,power_plant
62.6,130.54,80.55,233.43,19.28,1390.52,1.69,28.82,16.33,54.72,852.99,5.92,0.04,33.04,0,power_plant
68.23,179.4,79.96,228.47,17.11,2280.4,2.45,42.64,28.65,70.97,763.16,12.19,0.02,22.43,0,power_plant
62.78,159.76,88.32,234.7,15.9,1882.78,2.61,53.77,29.61,31.34,509.71,10.34,0.01,17.81,0,power_plant
72.02,171.01,54.03,231.43,18.03,3028.06,1.89,53.97,33.81,41.98,818.05,14.43,0.02,30.95,0,power_plant
44.24,131.81,67.59,231.39,15.91,2082.64,2.35,49.85,29.44,70.09,649.82,6.09,0.03,37.6,0,power_plant
79.03,150.79,117.16,227.12,18.56,1598.14,1.83,42.86,25.18,53.26,724.08,14.45,0.01,28.84,0,power_plant
54.43,147.95,112.62,225.23,14.77,1550.8,2.83,36.28,34.34,53.55,589.73,11.23,0.03,28.04,0,power_plant
82.42,113.84,90.42,224.14,15.21,1861.02,1.48,48.48,29.16,80.57,538.55,12.15,0.01,32.72,0,power_plant
81.18,157.85,72.58,232.06,16.07,2344.66,2.89,54.63,17.7,75.6,471.64,5.03,0.03,20.56,0,power_plant
60.86,146.95,95.12,234.0,24.24,2251.88,2.24,29.46,25.51,51.48,481.28,10.26,0.04,19.58,0,power_plant
78.47,159.46,109.29,232.3,18.77,2716.66,1.58,20.49,24.36,64.22,620.69,10.95,0.02,24.29,0,power_plant
57.12,123.95,49.1,216.83,22.49,3055.27,2.47,52.38,30.56,45.17,768.68,9.9,0.02,28.37,0,power_plant
60.27,170.82,110.17,236.13,18.08,3575.23,3.33,52.72,25.38,68.74,501.7,8.91,0.02,20.63,0,power_plant
66.72,121.2,79.7,220.66,16.45,3054.5,4.38,46.84,24.8,55.32,538.88,5.8,0.03,32.05,0,power_plant
83.05,156.91,55.11,232.64,18.8,2037.32,1.7,40.81,31.23,50.2,137.98,3.84,0.03,23.02,0,power_plant
71.16,160.83,109.62,229.19,16.36,2865.66,2.36,24.43,29.9,45.59,361.53,6.74,0.02,20.2,0,power_plant
81.99,159.86,88.91,233.8,15.07,2586.18,2.36,41.94,33.87,14.41,843.69,5.2,0.03,32.97,0,power_plant
78.3,146.4,111.8,226.44,18.33,2101.65,2.85,28.01,37.98,78.99,479.31,9.92,0.02,16.44,0,power_plant
72.89,162.12,124.07,225.17,25.52,2377.1,2.48,47.2,25.62,46.59,445.34,10.38,0.01,20.83,0,power_plant
76.68,145.83,131.89,228.51,16.92,1569.44,3.27,35.85,33.71,52.84,510.98,11.99,0.02,21.19,0,power_plant
72.65,159.05,80.71,237.34,17.99,1756.15,3.57,31.91,28.86,88.98,708.59,15.15,0.01,33.87,0,power_plant
43.41,145.52,111.28,241.34,15.28,2242.98,2.32,44.29,41.0,42.94,741.28,12.31,0.02,35.86,0,power_plant
81.81,154.36,97.36,229.29,11.98,2022.51,3.77,35.87,31.11,57.42,730.17,4.74,0.01,12.59,0,power_plant
69.14,102.47,90.11,227.47,16.53,2546.16,2.85,49.77,24.39,51.45,632.77,11.8,0.01,26.99,0,power_plant
65.97,152.95,71.77,232.07,20.06,2328.94,3.25,60.06,24.93,43.52,296.9,7.93,0.02,27.25,0,power_plant
71.6,167.33,109.33,223.09,11.17,1975.07,2.69,48.44,22.16,62.51,357.3,9.22,0.03,14.54,0,power_plant
67.77,132.31,78.7,235.21,9.89,3085.77,1.8,52.06,39.02,80.5,170.07,10.58,0.01,37.35,0,power_plant
58.03,125.35,132.27,226.3,20.56,2273.23,3.57,54.0,18.79,38.31,758.47,13.59,0.03,27.58,0,power_plant
76.61,170.68,72.16,231.19,15.56,2047.13,3.59,43.37,21.23,54.21,458.71,9.43,0.02,45.75,0,power_plant
65.62,172.12,70.83,224.12,21.31,1908.42,3.31,35.6,32.83,60.9,704.01,8.06,0.03,37.72,0,power_plant
64.76,148.12,84.62,235.48,21.7,2007.68,2.93,51.16,37.86,43.9,379.53,6.31,0.02,20.88,0,power_plant
47.16,136.77,92.29,224.97,20.3,2455.45,2.26,31.41,31.72,51.84,669.66,15.31,0.03,38.25,0,power_plant
62.55,182.68,108.22,221.6,14.69,1135.62,1.68,48.44,35.2,67.16,525.72,7.56,0.04,30.95,0,power_plant
74.2,154.87,94.66,224.01,17.91,2592.15,2.71,45.39,45.63,68.3,619.62,8.96,0.02,30.34,0,power_plant
72.91,147.71,103.59,227.54,21.38,2556.79,4.08,35.35,24.37,71.42,348.29,8.74,0.01,17.46,0,power_plant
77.57,168.61,115.09,236.22,20.53,3239.44,2.49,49.67,19.72,64.78,883.74,10.4,0.01,17.3,0,power_plant
64.57,169.34,113.97,237.55,21.22,1379.68,4.17,41.73,22.82,86.24,603.99,7.8,0.01,33.05,0,power_plant
70.08,184.88,88.94,232.42,19.26,2540.51,2.26,47.5,32.26,47.14,436.44,12.59,0.04,32.83,0,power_plant
76.19,161.12,102.11,228.88,23.77,1627.61,3.39,30.49,35.24,59.61,375.76,10.57,0.02,18.26,0,power_plant
73.27,171.1,112.0,230.11,23.13,2684.84,4.05,47.33,28.85,42.68,471.88,15.19,0.02,26.89,0,power_plant
72.41,140.67,83.57,221.98,14.19,1639.47,2.37,28.01,32.57,36.57,768.95,10.47,0.02,33.49,0,power_plant
59.53,114.07,146.11,228.19,17.02,1790.86,1.88,36.73,43.29,34.56,331.53,10.74,0.02,29.0,0,power_plant
54.91,152.09,84.79,219.2,22.8,2320.47,2.43,41.13,34.01,41.79,535.61,16.15,0.01,27.32,0,power_plant
68.63,142.15,106.6,226.05,21.89,2386.67,1.47,54.66,37.28,35.73,710.85,14.44,0.04,23.04,0,power_plant
60.84,164.01,76.96,240.39,9.93,2504.13,4.14,45.22,29.95,67.16,553.97,4.08,0.02,32.55,0,power_plant
73.07,180.05,102.86,240.3,25.21,2265.78,1.59,46.89,26.58,33.09,514.74,14.1,0.02,21.96,0,power_plant
73.96,145.47,68.12,238.45,10.33,1997.31,3.93,52.5,19.23,60.89,409.05,10.02,0.01,32.22,0,power_plant
60.99,178.57,90.02,223.9,23.82,1881.76,2.95,40.68,14.19,79.78,418.69,11.51,0.04,26.79,0,power_plant
79.75,158.32,62.15,220.07,13.99,2596.11,2.56,43.95,41.27,26.62,361.14,11.5,0.02,21.29,0,power_plant
65.51,154.08,103.42,228.3,21.69,1986.36,2.89,57.14,40.87,30.15,233.02,6.03,0.02,35.54,0,power_plant
66.29,147.47,97.06,237.07,12.97,1909.05,2.31,48.01,27.82,75.63,391.01,10.01,0.03,33.01,0,power_plant
78.09,163.77,88.43,232.17,20.27,1574.48,3.4,42.68,33.99,45.97,527.6,12.32,0.02,36.29,0,power_plant
59.0,148.29,85.28,228.89,20.28,2499.04,2.1,52.35,28.94,46.57,399.3,6.65,0.02,26.91,0,power_plant
70.0,165.19,53.17,228.73,25.4,2351.81,2.4,37.53,19.23,67.95,175.86,8.21,0.03,27.83,0,power_plant
71.05,142.76,98.48,226.57,15.89,1822.61,2.04,48.72,32.16,91.8,203.62,10.38,0.02,42.22,0,power_plant
74.26,157.96,84.79,230.96,20.25,1672.19,3.18,40.11,21.05,65.09,518.49,8.55,0.02,22.99,0,power_plant
67.24,163.41,69.57,223.91,11.51,1824.96,2.04,50.43,45.26,78.74,804.87,11.01,0.03,48.3,0,power_plant
71.98,126.41,93.67,236.57,19.94,1904.56,3.21,66.85,28.26,59.26,97.96,18.66,0.01,31.76,0,power_plant
60.36,149.57,74.09,237.12,18.95,2131.64,1.66,34.84,39.58,43.89,691.0,12.91,0.02,25.93,0,power_plant
66.28,183.7,49.18,224.94,22.64,1485.81,1.86,46.03,26.52,67.58,305.12,11.7,0.03,23.26,0,power_plant
74.07,178.03,53.58,232.03,18.12,2797.37,2.25,33.94,35.46,39.52,676.04,9.07,0.04,28.7,0,power_plant
78.94,176.63,84.74,228.49,17.98,2846.93,2.39,51.88,39.92,33.78,233.95,14.83,0.03,27.47,0,power_plant
64.23,204.36,60.58,226.57,22.07,2860.82,2.21,32.96,26.89,36.58,804.65,8.18,0.03,5.0,0,power_plant
70.98,170.69,71.47,227.83,16.42,2437.72,2.66,41.29,27.6,78.11,777.02,10.72,0.01,27.31,0,power_plant
74.59,177.08,92.43,219.72,15.33,2288.56,1.33,45.78,32.16,33.2,376.54,8.04,0.03,22.05,0,power_plant
85.29,199.74,87.19,231.84,14.22,1875.21,1.99,47.07,18.62,67.57,761.79,4.03,0.01,10.58,0,power_plant
60.91,114.15,94.04,226.67,16.72,2739.19,2.59,45.48,24.48,56.99,533.39,5.38,0.01,35.66,0,power_plant
80.92,165.48,56.46,222.0,19.05,2151.72,3.02,41.14,28.88,51.84,489.37,12.14,0.03,36.17,0,power_plant
79.36,160.28,121.74,228.06,16.35,2261.98,3.29,23.27,28.4,46.36,733.26,3.09,0.03,28.52,0,power_plant
78.72,170.62,120.19,228.75,25.49,1272.53,3.4,54.94,23.4,61.93,494.0,11.01,0.02,27.27,0,power_plant
60.81,176.75,116.85,237.55,19.78,2100.9,3.36,40.06,36.77,73.42,596.02,12.56,0.02,18.95,0,power_plant
51.9,148.35,59.91,231.94,12.95,2600.24,2.22,52.26,33.86,66.26,544.04,10.06,0.03,37.81,0,power_plant
60.61,115.13,74.42,227.85,17.4,2064.91,2.05,38.49,22.49,45.66,586.17,10.95,0.03,24.73,0,power_plant
49.95,146.37,67.65,230.43,18.97,2141.11,3.93,41.96,33.89,53.24,436.28,8.0,0.02,30.05,0,power_plant
64.37,213.91,81.49,227.43,16.58,2103.29,3.81,33.93,26.27,34.95,416.13,9.99,0.03,32.56,0,power_plant
65.73,152.7,114.77,236.66,17.63,2382.61,3.24,55.87,21.65,52.03,618.47,4.62,0.02,41.81,0,power_plant
66.49,146.18,108.84,230.74,21.7,3164.35,3.08,31.44,26.67,45.59,433.35,10.05,0.0,16.69,0,power_plant
71.42,122.44,78.42,214.92,15.96,1809.67,3.11,53.8,31.03,71.6,701.09,7.88,0.03,28.17,0,power_plant
71.74,148.26,49.55,229.44,17.89,1820.6,2.96,38.15,28.86,55.62,474.89,7.91,0.03,38.68,0,power_plant
82.07,142.73,81.78,235.53,23.26,2079.66,2.17,50.96,27.62,57.13,650.26,8.02,0.03,37.28,0,power_plant
48.39,160.18,88.56,225.39,12.79,1364.32,3.04,52.59,28.84,78.7,671.82,9.36,0.01,28.66,0,power_plant
81.78,132.81,89.27,241.92,11.37,2774.43,2.21,50.67,22.08,48.08,505.31,12.99,0.02,27.95,0,power_plant
71.51,133.97,107.49,219.57,17.27,2570.55,1.95,42.57,25.98,48.62,572.73,11.96,0.02,28.06,0,power_plant
58.94,144.63,71.06,241.79,14.79,2233.68,3.29,39.06,22.1,57.74,418.59,16.18,0.01,29.84,0,power_plant
63.98,190.92,54.55,228.9,21.65,1503.51,2.45,32.21,20.7,93.87,355.49,10.47,0.02,27.62,0,power_plant
53.56,162.83,101.45,229.36,9.88,2131.35,1.88,52.35,28.66,70.07,587.28,6.12,0.02,25.57,0,power_plant
82.38,127.6,87.06,227.53,17.32,2633.34,2.87,30.98,17.68,36.7,545.03,10.76,0.01,21.16,0,power_plant
69.9,152.29,106.83,233.39,10.72,2174.11,3.33,46.29,41.25,59.15,64.0,8.82,0.02,37.0,0,power_plant
68.03,182.89,47.47,229.82,12.61,2414.14,3.71,50.97,36.09,51.76,546.09,9.48,0.02,22.66,0,power_plant
68.7,166.25,80.86,215.78,16.79,2475.24,2.22,26.2,22.59,51.71,479.49,3.81,0.02,30.96,0,power_plant
75.33,180.66,62.83,231.16,21.1,2326.57,2.19,49.44,17.17,63.97,624.16,12.68,0.02,34.49,0,power_plant
71.2,196.02,100.12,225.83,26.76,1209.71,2.52,44.2,34.67,62.06,461.56,12.09,0.03,38.54,0,power_plant
82.62,140.08,122.1,221.91,19.27,2171.09,2.84,59.08,17.94,33.76,435.48,6.03,0.03,28.65,0,power_plant
64.17,141.1,104.21,235.98,15.63,2268.25,2.3,45.64,24.88,76.09,574.55,11.57,0.02,25.47,0,power_plant
43.04,146.05,78.7,229.0,17.93,2618.35,2.5,36.76,36.65,71.45,579.14,9.25,0.02,24.85,0,power_plant
78.86,154.09,110.8,224.12,10.43,1361.19,3.51,52.92,22.69,57.23,556.29,10.42,0.03,25.86,0,power_plant
54.01,147.23,68.31,227.72,18.27,2691.92,0.84,47.19,33.56,65.8,298.76,7.86,0.04,30.32,0,power_plant
55.54,200.0,96.8,211.36,17.08,2075.19,2.94,39.4,24.05,62.94,290.58,6.8,0.03,19.96,0,power_plant
75.81,139.41,90.2,219.35,15.45,2263.64,2.01,43.38,39.37,70.73,509.44,15.18,0.03,16.84,0,power_plant
42.8,143.03,84.56,228.71,13.63,2614.63,2.53,65.65,28.05,44.05,440.05,16.1,0.02,13.82,0,power_plant
59.57,133.96,129.65,233.5,25.13,2083.73,2.78,40.78,30.44,38.87,729.72,13.98,0.02,32.61,0,power_plant
83.05,158.46,79.39,240.86,17.68,1519.92,2.69,48.19,25.59,61.78,438.94,13.33,0.03,26.8,0,power_plant
66.72,144.84,100.07,228.86,15.91,2552.9,2.55,60.62,24.61,38.98,958.33,8.35,0.03,17.33,0,power_plant
86.58,160.7,94.34,223.04,14.6,1794.18,4.05,57.44,29.41,47.08,682.11,11.86,0.02,24.72,0,power_plant
76.14,177.92,88.07,241.38,15.68,2511.85,2.58,49.11,32.33,74.08,510.01,10.52,0.03,38.7,0,power_plant
85.84,135.22,71.71,229.36,21.74,3036.8,2.72,43.47,19.84,47.65,455.98,8.48,0.02,37.83,0,power_plant
60.86,129.41,99.7,235.89,14.52,1913.25,3.23,58.53,24.57,66.46,692.94,8.99,0.02,28.86,0,power_plant
68.0,146.89,79.08,227.63,12.26,2785.19,2.54,57.32,14.88,62.27,718.92,5.34,0.03,39.56,0,power_plant
45.44,151.98,70.75,240.48,17.7,2625.52,2.2,36.26,19.56,56.42,301.07,12.65,0.04,10.94,0,power_plant
68.45,160.74,88.91,226.48,13.04,2395.82,2.43,44.84,27.88,44.48,660.97,13.73,0.04,21.84,0,power_plant
73.89,172.26,87.47,233.26,19.28,1836.16,2.17,42.32,21.7,38.12,543.73,15.25,0.05,33.22,0,power_plant
58.68,188.62,87.82,237.72,14.45,1700.73,3.23,46.89,10.8,31.21,282.41,7.55,0.02,26.25,0,power_plant
63.56,176.11,114.49,224.41,14.16,1563.04,3.91,52.29,31.93,64.7,322.02,11.75,0.04,22.29,0,power_plant
77.33,165.99,125.14,229.32,23.61,2342.18,2.74,33.53,16.59,48.28,513.6,8.64,0.02,21.78,0,power_plant
58.86,188.38,111.24,228.45,17.64,1669.45,2.88,31.91,25.24,39.24,592.17,8.19,0.03,34.67,0,power_plant
63.24,148.17,59.53,219.65,21.83,2617.31,2.6,57.24,17.33,44.28,565.7,13.86,0.03,34.68,0,power_plant
50.74,128.07,122.54,230.91,8.64,2556.14,3.84,37.79,24.82,64.07,429.41,14.88,0.02,33.21,0,power_plant
73.16,156.3,67.8,229.44,18.41,2768.71,2.68,43.87,28.01,48.07,294.1,8.52,0.03,25.89,0,power_plant
64.82,145.3,78.99,236.21,18.75,1990.9,3.02,48.89,41.36,28.29,410.88,10.82,0.03,30.77,0,power_plant
63.65,179.17,74.3,239.28,17.6,1783.0,3.91,25.67,37.34,41.81,507.23,9.05,0.02,27.05,0,power_plant
55.15,157.31,90.04,234.64,16.62,2059.99,2.2,43.88,29.41,49.66,462.18,13.58,0.03,24.93,0,power_plant
70.43,128.58,79.88,229.38,16.86,2223.7,3.72,51.27,22.57,68.65,766.15,13.91,0.02,22.79,0,power_plant
59.16,117.42,93.98,225.14,20.18,2733.77,3.55,44.39,29.18,44.51,454.24,6.4,0.04,21.94,0,power_plant
91.67,100.7,85.17,233.08,24.79,1336.6,2.86,42.71,31.45,97.98,504.53,17.41,0.03,34.71,0,power_plant
54.0,152.38,123.06,228.94,21.85,1641.73,3.99,34.66,24.72,73.11,506.83,13.81,0.03,29.07,0,power_plant
69.86,115.62,98.35,235.87,9.29,1440.92,2.1,40.58,22.16,59.15,631.03,11.01,0.03,20.99,0,power_plant
72.1,168.41,109.84,220.87,19.87,2463.1,1.85,55.72,30.63,64.61,449.41,9.93,0.02,28.56,0,power_plant
73.25,158.46,114.6,236.82,19.68,2107.55,2.15,47.23,22.49,68.94,563.17,7.31,0.03,18.94,0,power_plant
60.69,151.81,136.51,224.25,16.33,2221.47,2.75,50.5,33.88,71.59,510.66,12.84,0.03,34.63,0,power_plant
71.21,171.88,114.09,236.49,24.36,2025.71,2.19,46.85,16.92,56.07,874.3,14.88,0.03,32.24,0,power_plant
80.54,136.32,82.65,236.22,21.83,2351.91,3.67,55.65,39.3,28.91,490.84,3.26,0.01,29.58,0,power_plant
60.35,145.69,93.64,235.82,13.27,1112.33,3.44,51.38,28.7,69.21,637.68,12.35,0.04,18.45,0,power_plant
50.97,128.33,78.0,227.51,21.67,2372.67,1.84,44.06,22.24,58.37,779.23,8.61,0.02,14.64,0,power_plant
87.72,142.02,72.52,235.39,24.78,1821.78,2.76,37.51,25.11,33.45,206.85,9.33,0.04,11.25,0,power_plant
62.36,124.12,95.33,242.19,15.87,2382.49,1.49,48.96,15.8,18.27,333.19,9.29,0.02,22.42,0,power_plant
94.96,160.74,90.68,219.39,13.8,2598.78,2.93,50.82,16.62,43.07,297.03,8.23,0.04,12.53,0,power_plant
66.13,198.1,112.68,229.74,21.66,2511.23,2.72,44.25,27.44,53.08,537.6,14.21,0.01,23.39,0,power_plant
73.69,96.2,104.42,226.61,22.57,2052.37,3.05,50.74,47.8,59.52,438.77,14.02,0.02,28.53,0,power_plant
76.98,181.24,120.1,230.87,15.07,1396.85,2.86,45.6,28.41,50.72,474.17,8.68,0.04,20.5,0,power_plant
89.56,146.07,64.53,225.3,20.63,2005.7,3.18,29.62,26.68,55.72,444.49,9.9,0.02,31.19,0,power_plant
78.32,190.15,104.15,219.89,13.89,2814.03,2.05,53.22,23.93,34.04,637.69,11.06,0.01,24.92,0,power_plant
62.15,182.6,88.72,242.0,13.48,2513.39,2.98,43.83,28.45,10.0,567.21,5.04,0.02,25.2,0,power_plant
73.2,143.54,128.82,229.83,26.18,1805.96,2.91,39.49,25.25,50.83,372.04,12.22,0.04,28.3,0,power_plant
82.58,159.96,107.22,229.83,16.27,2531.18,3.35,43.92,21.07,57.67,358.3,11.59,0.04,31.78,0,power_plant
80.41,138.54,99.43,235.98,13.36,1988.27,2.1,44.63,29.92,88.55,262.05,6.74,0.02,18.53,0,power_plant
53.49,120.78,102.11,223.84,19.32,2782.19,1.91,38.33,17.64,47.91,671.4,7.51,0.03,31.83,0,power_plant
74.49,124.64,98.87,232.33,19.8,1621.77,3.2,44.55,26.88,63.05,535.79,7.59,0.02,20.17,0,power_plant
