temperature,pressure,flow_rate,voltage,current,rpm,vibration,humidity,power_consumption,response_time,packet_size,command_frequency,error_rate,network_latency,label,industry
51.35,184.25,619.34,232.12,17.96,1804.87,2.91,39.42,24.91,331.28,2583.66,64.97,0.02,221.95,1,power_plant
66.95,172.82,92.86,219.35,18.55,2310.21,1.35,44.5,37.92,75.79,4243.0,155.1,0.47,784.1,1,power_plant
0.0015,167.94,126.09,218.77,0.0082,2402.37,3.29,48.92,19.16,45.51,588.37,10.26,0.0059,36.0,1,power_plant
53.0,143.17,106.56,241.85,7.66,1518.9,3.5,0.0072,32.22,0.0013,674.63,0.0067,0.02,30.73,1,power_plant
87.05,179.87,78.52,218.46,0.5,1383.71,36.9,50.06,125.0,51.79,488.84,0.1,0.15,35.26,1,power_plant
64.2,0.0053,115.12,0.0067,17.81,2364.01,0.0033,52.19,23.51,0.0005,641.35,9.74,0.03,39.96,1,power_plant
10.0,157.95,450.0,231.5,17.77,2500.29,26.49,60.3,150.0,17.79,736.03,14.71,0.03,37.42,1,power_plant
79.9,124.23,100.26,239.94,12.88,2278.84,1.76,36.24,38.37,55.62,6068.0,180.2,0.51,582.0,1,power_plant
66.46,115.62,88.17,223.02,24.68,2971.85,2.27,30.16,35.38,43.66,6817.0,102.9,0.582,783.4,1,power_plant
212.5,183.45,107.68,226.15,11.3,9000.0,18.76,55.26,31.47,66.33,2560.0,9.68,0.02,37.8,1,power_plant
357.26,951.79,89.32,763.81,18.82,2296.33,23.35,35.03,224.13,72.38,609.28,9.71,0.02,32.81,1,power_plant
61.45,186.94,80.45,232.75,2.5,1880.31,29.5,49.31,18.5,44.09,2560.0,9.17,0.03,25.2,1,power_plant
73.0,600.0,96.35,219.91,13.47,400.0,34.49,210.0,28.69,60.47,431.16,4.05,0.03,15.02,1,power_plant
66.84,122.66,208.77,178.42,13.09,2127.42,2.63,79.12,19.1,-77.71,632.1,12.81,0.02,25.31,1,power_plant
56.4,152.44,65.47,229.74,0.0053,0.0073,3.17,29.48,27.08,80.54,437.99,13.82,0.03,0.0048,1,power_plant
56.23,122.91,98.1,625.0,0.5,2659.92,32.29,41.21,18.69,47.34,636.56,0.5,0.03,26.15,1,water_treatment
43.12,86.15,450.0,226.47,2.5,3160.15,18.18,59.39,20.33,5.0,853.27,15.57,0.04,2.5,1,water_treatment
47.53,56.77,100.17,227.63,22.03,1734.44,2.9,28.44,33.05,63.98,7812.0,70.5,0.873,495.7,1,water_treatment
40.98,138.62,65.13,233.78,9.16,1852.18,0.0015,54.6,30.21,45.62,604.35,0.0029,0.03,11.69,1,water_treatment
0.0065,113.84,0.0031,232.76,16.31,0.0017,2.33,60.1,16.82,43.65,295.36,8.68,0.0082,26.42,1,water_treatment
-54.55,72.86,89.72,234.12,22.18,-387.18,3.06,55.3,34.15,-53.11,394.86,7.47,0.08,9.89,1,water_treatment
54.7,855.36,518.03,232.19,13.63,2459.99,3.51,43.96,20.63,336.86,390.33,10.89,0.02,12.49,1,water_treatment
53.19,124.36,71.27,217.69,20.02,2347.17,36.23,210.0,28.59,250.0,374.26,12.58,0.03,22.14,1,water_treatment
36.2,102.25,375.0,233.93,20.53,2995.63,39.95,56.49,28.2,56.63,814.59,13.25,0.03,0.5,1,water_treatment
42.94,97.13,103.75,233.18,17.96,2769.52,2.08,79.28,32.7,-83.54,482.03,-12.03,0.02,27.31,1,water_treatment
49.13,991.47,85.35,773.42,9.59,1601.7,1.95,39.15,14.0,304.67,3701.65,4.93,0.23,25.89,1,water_treatment
62.23,104.9,116.29,230.51,18.03,2011.39,2.14,50.68,26.63,33.7,3144.0,153.3,0.761,213.2,1,water_treatment
255.0,111.72,98.12,223.35,22.81,2767.87,23.18,37.1,150.0,44.55,3072.0,13.75,0.0,27.53,1,water_treatment
30.86,681.57,119.46,1213.94,11.88,2762.13,24.72,45.97,22.3,89.75,5081.94,6.34,0.03,22.16,1,water_treatment
55.5,68.3,-4.03,241.21,17.93,-1349.51,2.75,-14.87,38.06,53.32,302.49,10.82,0.02,31.01,1,water_treatment
51.24,117.14,87.14,174.71,24.18,1230.73,1.97,104.94,-26.52,-49.86,317.03,28.26,0.02,-16.74,1,water_treatment
35.76,115.85,549.45,236.64,24.32,1945.53,3.31,53.37,215.55,78.17,807.87,8.99,0.03,28.51,1,water_treatment
67.55,93.79,92.74,227.31,15.02,2226.62,3.53,283.58,24.65,68.5,532.37,12.18,0.03,193.03,1,water_treatment
32.46,65.77,115.68,232.36,23.47,2245.4,0.0013,0.0059,5.22,53.09,509.15,12.55,0.02,20.97,1,water_treatment
49.28,25.0,136.47,239.9,17.5,9000.0,18.78,43.88,0.5,61.27,538.35,50.0,0.02,43.22,1,water_treatment
212.5,25.0,89.08,21.0,15.54,2018.47,37.09,45.07,150.0,39.45,573.1,11.12,0.03,38.92,1,water_treatment
24.93,509.2,112.38,227.76,26.28,11880.21,3.1,51.41,40.51,51.58,2943.2,8.22,0.02,211.99,1,water_treatment
39.34,5.0,101.45,220.72,20.02,1959.59,42.11,45.5,29.45,37.86,2560.0,50.0,0.02,29.23,1,water_treatment
58.94,500.0,3.0,223.35,21.85,2508.82,18.0,51.47,125.0,83.85,568.24,9.67,0.03,32.03,1,water_treatment
30.97,89.63,74.86,231.64,17.67,1914.2,3.59,27.12,90.34,43.42,-537.66,10.64,0.03,70.88,1,water_treatment
0.0047,98.75,0.0013,218.34,21.87,2647.57,2.82,47.35,23.32,0.0043,509.89,15.31,0.01,0.0099,1,water_treatment
423.72,98.15,109.0,887.07,13.99,2742.17,2.23,330.32,23.5,60.84,3082.62,6.61,0.02,179.31,1,water_treatment
55.0,180.0,91.9,180.03,17.23,4340.0,-2.91,84.72,30.34,192.15,560.05,-4.73,0.02,27.95,1,water_treatment
55.76,116.67,86.07,221.14,18.17,80.0,15.58,42.34,19.81,250.0,660.53,11.83,0.02,125.0,1,water_treatment
43.2,129.56,74.1,233.96,12.61,2041.37,33.81,2.0,33.8,54.21,743.2,0.5,0.15,18.59,1,water_treatment
63.66,149.68,94.33,661.85,19.93,2462.09,4.13,39.24,230.2,36.39,692.68,7.83,0.03,29.58,1,water_treatment
338.01,141.93,88.5,234.35,20.7,1477.41,1.82,44.18,22.12,88.48,520.2,63.95,0.22,220.84,1,water_treatment
43.3,107.58,114.59,232.83,13.59,2771.35,3.61,44.93,25.42,54.42,5556.0,140.4,0.582,859.5,1,water_treatment
41.72,87.15,622.04,227.34,18.2,13017.71,3.32,41.76,29.51,332.11,3950.91,13.65,0.02,25.59,1,water_treatment
145.16,123.02,82.57,190.15,22.47,-386.23,3.46,122.1,27.0,-57.85,379.72,-10.04,0.01,30.37,1,water_treatment
47.96,126.81,99.46,222.88,22.27,1869.6,1.61,0.0003,25.88,56.76,0.0089,0.0024,0.0063,28.79,1,water_treatment
42.19,130.91,102.85,229.39,18.66,2521.13,3.53,48.19,37.15,46.23,3408.0,55.4,0.672,910.8,1,water_treatment
51.16,42.32,84.29,625.0,21.62,1752.74,18.21,30.46,19.09,39.6,769.46,50.0,0.03,16.24,1,water_treatment
43.24,72.98,102.49,232.64,17.72,2185.2,1.57,-18.1,-37.3,43.04,-464.64,14.35,0.02,36.01,1,water_treatment
43.42,122.0,71.96,234.13,18.94,400.0,28.33,210.0,20.43,71.55,989.61,9.72,0.02,150.0,1,water_treatment
327.25,94.36,105.16,233.41,23.69,17787.98,3.19,50.95,31.77,34.71,686.37,12.01,0.02,24.89,1,water_treatment
58.09,91.59,101.15,231.65,17.72,2227.85,3.45,61.02,27.25,54.02,2130.0,158.0,0.339,867.5,1,water_treatment
43.97,819.97,106.86,235.06,26.54,2214.6,3.32,299.9,29.13,77.61,536.93,7.15,0.02,28.3,1,water_treatment
62.97,100.22,112.18,233.35,19.34,2584.09,2.51,42.33,17.35,49.3,3435.0,154.5,0.766,281.1,1,water_treatment
50.23,114.58,605.86,219.31,142.2,1961.01,21.73,200.97,213.57,63.4,608.02,13.82,0.03,33.86,1,water_treatment
45.71,121.18,3.0,227.41,12.58,9000.0,18.02,175.0,21.18,45.03,407.2,9.31,0.0,36.05,1,water_treatment
56.38,88.29,77.93,232.99,17.82,2467.42,2.68,0.0094,25.55,0.0042,595.15,9.52,0.04,30.82,1,water_treatment
38.23,134.75,75.17,238.48,12.66,2956.01,37.8,175.0,25.6,59.54,32.0,60.0,0.03,9.82,1,water_treatment
37.67,898.92,116.98,985.61,99.91,2224.97,14.92,36.94,42.71,56.03,434.17,9.59,0.02,42.24,1,water_treatment
45.28,64.5,109.0,225.96,14.01,2167.98,3.12,61.15,22.11,54.95,6169.0,158.6,0.658,805.5,1,water_treatment
48.35,347.4,103.36,227.97,48.04,1718.1,-2.2,43.99,33.34,40.41,728.65,12.04,0.02,22.17,1,water_treatment
31.11,104.32,90.58,229.97,20.59,2449.44,3.6,42.13,26.8,60.96,7436.0,184.9,0.826,516.3,1,water_treatment
62.83,-74.24,111.15,230.21,17.16,1544.09,3.1,57.96,16.25,58.74,2125.87,9.64,0.04,94.31,1,water_treatment
36.38,147.51,65.17,223.15,20.49,1942.2,20.09,56.51,30.88,40.66,3072.0,0.5,0.02,125.0,1,water_treatment
61.98,81.8,72.29,271.63,19.06,2281.78,-1.64,109.59,44.79,139.29,-951.43,13.26,0.02,23.57,1,water_treatment
10.0,117.32,44.77,227.26,12.3,2564.24,49.16,175.0,125.0,64.13,300.87,0.1,0.03,19.78,1,water_treatment
50.62,-89.84,229.37,181.48,18.11,2452.85,3.35,30.24,25.8,109.28,745.54,-15.64,0.03,25.66,1,water_treatment
37.32,-11.51,-53.14,230.59,17.11,2901.4,4.23,50.76,19.7,39.55,-442.92,-11.44,0.03,21.55,1,water_treatment
44.12,103.3,-60.15,240.43,11.19,-259.17,-4.31,-24.28,34.18,50.64,-887.46,-14.85,0.03,28.33,1,water_treatment
0.0027,135.43,74.3,236.86,0.0071,2434.43,0.0045,49.95,25.27,34.75,560.56,9.59,0.03,38.99,1,water_treatment
36.05,720.67,63.42,240.09,114.45,2515.36,1.14,261.38,12.57,49.99,626.63,82.41,0.02,176.51,1,water_treatment
-35.39,77.71,88.23,227.84,-0.14,-772.8,8.02,23.86,25.8,-36.72,-400.68,7.43,0.02,19.88,1,water_treatment
134.83,103.55,85.84,174.23,13.32,1510.39,2.3,94.6,29.44,151.22,149.21,15.01,0.08,36.22,1,water_treatment
37.47,135.16,86.12,238.43,22.7,1779.48,1.99,0.0058,0.0007,0.0019,587.22,0.0027,0.04,14.85,1,water_treatment
49.91,88.51,83.55,229.5,13.0,1549.47,8.1,105.15,74.47,71.87,541.9,9.68,0.02,26.77,1,water_treatment
355.3,107.33,58.92,231.51,15.19,2593.41,2.03,29.52,24.61,49.69,562.81,68.69,0.03,22.27,1,water_treatment
48.39,121.35,106.67,227.95,52.52,1942.78,3.34,36.28,-9.26,46.73,-184.73,6.93,0.03,30.17,1,water_treatment
59.07,600.0,114.36,230.4,18.15,1838.52,36.02,2.0,18.89,1.0,415.73,7.42,0.02,15.51,1,water_treatment
38.83,105.07,114.76,625.0,16.43,2317.15,43.22,38.96,29.91,65.91,3072.0,9.43,0.02,28.72,1,water_treatment
70.71,129.89,109.67,237.95,23.59,2006.68,1.7,41.19,23.03,62.1,3042.0,101.1,0.449,714.5,1,water_treatment
56.53,118.01,97.24,226.72,90.0,400.0,47.41,46.56,29.67,52.81,3072.0,9.02,0.02,34.25,1,water_treatment
39.29,0.0008,95.81,0.0042,10.45,1574.52,2.56,46.6,0.0094,84.42,573.57,0.0096,0.03,29.44,1,water_treatment
31.78,131.19,124.79,219.56,22.73,2566.58,3.51,39.88,36.66,31.59,7260.0,101.7,0.543,385.4,1,water_treatment
59.91,120.95,82.99,226.59,0.0085,1889.93,0.0077,48.2,31.58,0.0007,456.43,10.82,0.03,35.95,1,water_treatment
54.19,50.42,464.31,740.13,9.64,2041.08,4.25,43.78,36.52,47.4,393.04,10.35,0.15,39.6,1,water_treatment
265.48,103.47,82.8,243.17,9.21,2216.15,2.25,45.59,44.06,46.06,4318.82,60.0,0.02,33.84,1,water_treatment
394.11,107.28,86.93,237.15,92.65,1989.47,3.25,35.97,30.24,62.09,597.23,9.89,0.02,22.49,1,water_treatment
56.03,0.0047,73.7,220.45,0.0022,2489.97,3.6,40.28,0.0036,74.05,476.08,0.0082,0.03,22.3,1,water_treatment
45.41,73.73,105.38,226.66,18.55,2095.22,2.3,49.88,23.39,43.51,6727.0,114.1,0.693,714.9,1,water_treatment
41.2,42.63,78.7,236.2,17.04,1625.35,2.55,30.05,19.44,81.12,6260.0,85.6,0.352,815.6,1,water_treatment
2.0,137.48,3.0,228.13,13.88,2252.98,26.74,47.86,29.86,1.0,556.71,10.11,0.03,18.33,1,water_treatment
39.5,110.13,129.03,625.0,23.3,3544.1,48.41,39.03,40.63,45.32,631.22,7.78,0.03,0.5,1,water_treatment
0.0,111.34,132.04,235.38,19.22,2562.19,3.26,52.09,37.42,74.8,0.0027,9.38,0.02,39.11,1,water_treatment
0.0053,134.97,73.08,228.64,10.5,2128.53,4.5,39.18,25.33,0.0092,668.11,7.1,0.03,0.0032,1,water_treatment
41.6,214.37,-104.0,232.24,5.0,2292.65,2.19,51.59,29.96,-68.74,678.42,25.14,0.04,-24.12,1,water_treatment
48.39,104.4,92.75,0.0075,21.67,2608.9,0.0043,44.85,25.57,79.83,0.0071,10.83,0.02,33.33,1,water_treatment
